Position,NAME,TEAM,GOALS SCORED,GAMES,GOALS PER MATCH,Assists_Position,ASSISTS,ASSISTS PER MATCH,Pass_Position,Completed Pass,Total Pass
250,ÁLEX POZO,UD ALMERÍA,0,17,0,239,0,0,271,297,385
250,AARÓN ESCANDELL,UD LAS PALMAS,0,1,0,239,0,0,502,16,31
95,ALBERTO MOLEIRO,UD LAS PALMAS,2,20,0.1,46,3,0.15,248,361,450
250,ALEJANDRO GONZÁLEZ GORRIN,UD LAS PALMAS,0,0,0,239,0,0,566,0,0
145,BENITO RAMÍREZ,UD LAS PALMAS,1,15,0.07,239,0,0,431,77,98
145,CRISTIAN HERRERA,UD LAS PALMAS,1,7,0.14,239,0,0,437,84,91
250,DALEY SINKGRAVEN,UD LAS PALMAS,0,7,0,239,0,0,385,146,167
250,ENZO LOIODICE,UD LAS PALMAS,0,29,0,239,0,0,80,766,917
250,ERIC CURBELO,UD LAS PALMAS,0,1,0,239,0,0,478,51,53
250,FABIO GONZÁLEZ,UD LAS PALMAS,0,2,0,239,0,0,538,7,7
95,FRANCISCO JESÚS CRESPO,UD LAS PALMAS,2,15,0.13,239,0,0,374,144,179
250,IÑAKI GONZÁLEZ,UD LAS PALMAS,0,1,0,239,0,0,553,4,4
95,JAVI MUÑOZ,UD LAS PALMAS,2,29,0.07,46,3,0.1,61,833,1011
250,JOSÉ ÁNGEL GÓMEZ CAMPAÑA,UD LAS PALMAS,0,4,0,239,0,0,423,93,110
145,JUAN HERZOG,UD LAS PALMAS,1,3,0.33,239,0,0,406,116,134
145,JULIÁN ARAUJO,UD LAS PALMAS,1,22,0.05,239,0,0,189,507,605
27,KIRIAN RODRÍGUEZ,UD LAS PALMAS,6,29,0.21,74,2,0.07,1,2082,2327
66,MARC CARDONA,UD LAS PALMAS,3,21,0.14,137,1,0.05,371,139,181
250,MARVIN OLAWALE AKINLABI PARK,UD LAS PALMAS,0,25,0,74,2,0.08,233,385,473
250,MIKA MÁRMOL,UD LAS PALMAS,0,28,0,137,1,0.04,4,1785,1997
66,MUNIR EL HADDADI,UD LAS PALMAS,3,30,0.1,137,1,0.03,186,496,611
250,MÁXIMO PERRONE,UD LAS PALMAS,0,24,0,239,0,0,44,987,1092
250,OMENUKE MFULU,UD LAS PALMAS,0,5,0,239,0,0,472,53,60
250,PAU FERRER BESALDUCH,UD LAS PALMAS,0,0,0,239,0,0,566,0,0
145,SANDRO RAMÍREZ,UD LAS PALMAS,1,19,0.05,46,3,0.16,250,369,447
145,SAÚL COCO,UD LAS PALMAS,1,23,0.04,239,0,0,46,970,1089
145,SERGI CARDONA,UD LAS PALMAS,1,29,0.03,74,2,0.07,17,1224,1492
145,SORY KABA,UD LAS PALMAS,1,14,0.07,137,1,0.07,406,95,134
145,ÁLEX SUÁREZ,UD LAS PALMAS,1,24,0.04,239,0,0,42,957,1101
250,ÁLVARO KILLANE,UD LAS PALMAS,0,0,0,239,0,0,566,0,0
250,ÁLVARO LEMOS,UD LAS PALMAS,0,3,0,239,0,0,420,96,116
250,ÁLVARO VALLÉS,UD LAS PALMAS,0,30,0,239,0,0,19,1143,1448
250,ALBERTO MARÍ,VALENCIA CF,0,9,0,137,1,0.11,512,10,23
250,CENK ÖZKACAR,VALENCIA CF,0,16,0,239,0,0,183,508,622
250,CRISTHIAN MOSQUERA,VALENCIA CF,0,28,0,239,0,0,37,1072,1214
250,CRISTIAN RIVERO,VALENCIA CF,0,0,0,239,0,0,566,0,0
250,CÉSAR TÁRREGA,VALENCIA CF,0,1,0,239,0,0,547,5,5
250,DAVID OTORBI,VALENCIA CF,0,0,0,239,0,0,566,0,0
66,DIEGO LÓPEZ,VALENCIA CF,3,28,0.11,14,5,0.18,207,369,550
250,DIMITRI FOULQUIER,VALENCIA CF,0,26,0,239,0,0,181,452,628
145,DOMINGOS ANDRÉ RIBEIRO ALMEIDA,VALENCIA CF,1,10,0.1,137,1,0.1,360,159,199
145,FRAN PÉREZ,VALENCIA CF,1,30,0.03,26,4,0.13,224,403,503
250,GIORGI MAMARDASHVILI,VALENCIA CF,0,30,0,239,0,0,125,356,761
9,HUGO DURO,VALENCIA CF,12,30,0.4,74,2,0.07,240,339,458
250,HUGO GONZÁLEZ,VALENCIA CF,0,7,0,137,1,0.14,521,13,16
145,HUGO GUILLAMÓN,VALENCIA CF,1,21,0.05,239,0,0,209,447,549
250,JAUME DOMÈNECH,VALENCIA CF,0,0,0,239,0,0,566,0,0
47,JAVI GUERRA,VALENCIA CF,4,28,0.14,137,1,0.04,141,533,716
145,JESÚS VÁZQUEZ,VALENCIA CF,1,16,0.06,239,0,0,429,60,100
145,JOSÉ GAYÀ,VALENCIA CF,1,22,0.05,74,2,0.09,120,618,779
47,JOSÉ LUIS GARCÍA VAYÁ,VALENCIA CF,4,30,0.13,137,1,0.03,12,1318,1616
250,MARCO CAMUS,VALENCIA CF,0,0,0,239,0,0,566,0,0
250,MARIO DOMÍNGUEZ,VALENCIA CF,0,3,0,239,0,0,553,4,4
250,MARTÍN TEJÓN,VALENCIA CF,0,0,0,239,0,0,566,0,0
145,MOUCTAR DIAKHABY,VALENCIA CF,1,14,0.07,239,0,0,210,475,545
250,PABLO GOZÁLBEZ,VALENCIA CF,0,5,0,239,0,0,505,16,30
250,PETER GONZÁLEZ,VALENCIA CF,0,7,0,239,0,0,485,30,46
66,ROMAN YAREMCHUK,VALENCIA CF,3,21,0.14,239,0,0,380,120,173
250,RUBÉN IRANZO,VALENCIA CF,0,0,0,239,0,0,566,0,0
250,SELIM AMALLAH,VALENCIA CF,0,17,0,137,1,0.06,392,118,156
145,SERGI CANÓS,VALENCIA CF,1,20,0.05,74,2,0.1,339,165,248
250,THIERRY RENDALL CORREIA,VALENCIA CF,0,23,0,74,2,0.09,111,608,805
250,YAREK GASIOROWSKI,VALENCIA CF,0,9,0,239,0,0,435,71,92
250,ABRAHAM DEL MORAL,VILLARREAL CF,0,0,0,239,0,0,566,0,0
250,ADRIÀ ALTI,VILLARREAL CF,0,11,0,239,0,0,266,334,400
145,ALBERTO MORENO,VILLARREAL CF,1,22,0.05,137,1,0.05,242,376,453
5,ALEXANDER SØRLOTH,VILLARREAL CF,14,26,0.54,14,5,0.19,296,253,339
145,ALFONSO PEDRAZA,VILLARREAL CF,1,15,0.07,74,2,0.13,273,303,381
145,AÏSSA MANDI,VILLARREAL CF,1,14,0.07,239,0,0,183,572,622
250,BEN BRERETON,VILLARREAL CF,0,14,0,239,0,0,461,54,69
250,BERTRAND TRAORÉ,VILLARREAL CF,0,5,0,239,0,0,453,66,77
250,CARLOS ROMERO,VILLARREAL CF,0,7,0,239,0,0,416,87,119
95,DANI PAREJO,VILLARREAL CF,2,25,0.08,26,4,0.16,22,1276,1411
250,DANIEL BUDESCA,VILLARREAL CF,0,0,0,239,0,0,566,0,0
250,DENIS SUÁREZ,VILLARREAL CF,0,4,0,239,0,0,439,76,89
250,ERIC BAILLY,VILLARREAL CF,0,7,0,239,0,0,341,214,246
250,FILIP JØRGENSEN,VILLARREAL CF,0,29,0,239,0,0,85,674,886
250,FRANCIS COQUELIN,VILLARREAL CF,0,12,0,239,0,0,309,270,309
12,GERARD MORENO,VILLARREAL CF,10,27,0.37,26,4,0.15,90,697,878
95,GONÇALO MANUEL GANCHINHO GUEDES,VILLARREAL CF,2,9,0.22,74,2,0.22,397,118,148
250,IKER ÁLVAREZ,VILLARREAL CF,0,0,0,239,0,0,566,0,0
145,ILIAS AKHOMACH,VILLARREAL CF,1,23,0.04,74,2,0.09,299,267,334
66,JORGE CUENCA,VILLARREAL CF,3,23,0.13,239,0,0,76,788,932
250,JORGE PASCUAL,VILLARREAL CF,0,1,0,239,0,0,547,4,5
27,JOSÉ LUÍS MORALES,VILLARREAL CF,6,23,0.26,239,0,0,388,126,166
145,JUAN FOYTH,VILLARREAL CF,1,12,0.08,137,1,0.08,196,477,575
250,KIKO FEMENÍA,VILLARREAL CF,0,16,0,239,0,0,200,471,562
250,MANU TRIGUEROS,VILLARREAL CF,0,11,0,239,0,0,422,93,111
250,MATTEO GABBIA,VILLARREAL CF,0,7,0,239,0,0,313,267,298
250,PEPE REINA,VILLARREAL CF,0,1,0,239,0,0,502,23,31
250,RAMON TERRATS,VILLARREAL CF,0,14,0,137,1,0.07,320,240,284
250,RAÚL ALBIOL,VILLARREAL CF,0,22,0,137,1,0.05,50,913,1061
95,SANTI COMESAÑA,VILLARREAL CF,2,21,0.1,239,0,0,179,555,634
250,STEFAN LEKOVIC,VILLARREAL CF,0,1,0,239,0,0,524,12,14
250,YEREMY PINO,VILLARREAL CF,0,7,0,239,0,0,391,131,158
250,YERSON MOSQUERA,VILLARREAL CF,0,8,0,239,0,0,316,240,290
95,ÁLEX BAENA,VILLARREAL CF,2,27,0.07,1,9,0.33,116,619,793
145,ÉTIENNE CAPOUE,VILLARREAL CF,1,28,0.04,137,1,0.04,128,655,755
